업소명,업태,주소,원본_위도,원본_경도,VWorld_위도,VWorld_경도,오차_m
더브릿지호텔,일반호텔,전북특별자치도 군산시 부원로 24 (나운동),35.9613429,126.6891767,35.9613845,126.6891965,5
비욘드 호텔,일반호텔,전북특별자치도 군산시 부곡5길 10-4 (나운동),35.9629137,126.6903096,35.9628825,126.6902703,5
만남펜션,숙박업(생활),전북특별자치도 무주군 설천면 만선1로 97 (2~3층),35.9080926,127.7560815,35.9080546,127.7560530,5
화려한외출투,여관업,전북특별자치도 전주시 완산구 한두평2길 8-11 (중화산동2가),35.8126795,127.1236122,35.8126925,127.1236644,5
한솔파크모텔,여관업,전북특별자치도 전주시 덕진구 덕진연못3길 9-7 (덕진동2가),35.8472897,127.1197687,35.8472661,127.1198148,5
오션트리 풀리조트,일반호텔,전북특별자치도 부안군 변산면 변산해변로 292,35.6420020,126.4764506,35.6420453,126.4764604,5
링스모텔,여관업,전북특별자치도 익산시 익산대로2길 25 (인화동1가),35.9316129,126.9467279,35.9316529,126.9467050,5
샵모텔,일반호텔,전북특별자치도 김제시 동서1길 42 (옥산동),35.7985263,126.8813932,35.7985637,126.8813646,5
코지캐빈,숙박업(생활),전북특별자치도 부안군 변산면 변산로 2136-13,35.6753704,126.5289250,35.6753912,126.5289728,5
룸나인,여관업,전북특별자치도 익산시 익산대로2길 24 (인화동1가),35.9314133,126.9464594,35.9313717,126.9464764,5
모항크리스탈펜션,숙박업(생활),전북특별자치도 부안군 변산면 모항길 43,35.5828193,126.5098780,35.5828573,126.5098516,5
스와니,숙박업(생활),전북특별자치도 무주군 무풍면 구천동로 330,35.8855290,127.8214488,35.8855347,127.8213955,5
황금무인텔 A동,숙박업 기타,전북특별자치도 부안군 부안읍 순환남로 581,35.7118656,126.7560256,35.7118848,126.7559773,5
투윈스모텔,여관업,전북특별자치도 군산시 칠성5길 193 (소룡동),35.9728074,126.6786627,35.9727734,126.6786301,5
스페셜,여관업,전북특별자치도 전주시 완산구 한두평2길 8-7 (중화산동2가),35.8129797,127.1238722,35.8129914,127.1238211,5
완주여인숙,여인숙업,전북특별자치도 군산시 미원로 131-5 (중앙로3가),35.9804034,126.7187579,35.9804115,126.7188101,5
허브모텔,여관업,전북특별자치도 남원시 옥정5길 10 (향교동),35.4157999,127.3880454,35.4157985,127.3879927,5
한일장모텔,여관업,전북특별자치도 정읍시 내장산로 941-13 (내장동),35.4933176,126.9296387,35.4932783,126.9296179,5
황금어장,여관업,전북특별자치도 군산시 대학로 199-1 (문화동),35.9740886,126.7018099,35.9740570,126.7018455,5
썸 무인텔 A동,숙박업 기타,전북특별자치도 정읍시 내장산로 122-8 (금붕동),35.5463541,126.8811749,35.5463909,126.8812015,5
제이(J)호텔,여관업,전북특별자치도 군산시 소룡2길 47 (소룡동),35.9725218,126.6766879,35.9725618,126.6766698,5
회문산 오투하우스,여관업,전북특별자치도 순창군 구림면 회문산로 350,35.4848699,127.1353519,35.4848625,127.1354032,5
그랜드호텔,일반호텔,전북특별자치도 완주군 삼례읍 동학로 36-12,35.9101528,127.0756448,35.9101443,127.0756960,5
웨스턴호텔,일반호텔,전북특별자치도 군산시 옥서면 선연길 17,35.9278323,126.6187559,35.9278425,126.6188064,5
무주 해바라기 펜션 호스텔,숙박업(생활),전북특별자치도 무주군 설천면 구천동1로 129-15,35.8972008,127.7749204,35.8971666,127.7748904,5
2나잇호텔,여관업,전북특별자치도 전주시 덕진구 아중4길 16 (우아동2가),35.8306105,127.1734185,35.8305718,127.1734385,5
덕산장 모텔,여관업,전북특별자치도 장수군 장수읍 보훈길 17,35.6463228,127.5172079,35.6462863,127.5171825,5
블루모텔,여관업,전북특별자치도 군산시 백릉안1길 9 (경장동),35.9694358,126.7321619,35.9694668,126.7321273,5
유한회사 수교(B),숙박업(생활),전북특별자치도 부안군 변산면 적벽강길 4,35.6375138,126.4635218,35.6375100,126.4634707,5
라보떼펜션&송정핫도그,숙박업(생활),전북특별자치도 부안군 변산면 적벽강길 4,35.6375138,126.4635218,35.6375100,126.4634707,5
호텔포레,여관업,"전북특별자치도 전주시 완산구 한두평3길 14-6 (중화산동2가,.2번지)",35.8145392,127.1242083,35.8145094,127.1242443,5
설인펜션,숙박업(생활),전북특별자치도 무주군 설천면 삼공2길 4,35.9054517,127.7793671,35.9054175,127.7793380,5
연화문호텔 변산,숙박업(생활),전북특별자치도 부안군 변산면 변산해변로 799-47,35.6678019,126.5161653,35.6677634,126.5161843,5
무인텔 휴,여관업,전북특별자치도 남원시 주천면 장백산로 156-1,35.4033361,127.4528705,35.4033773,127.4528762,5
뉴알프스 호텔,여관업,전북특별자치도 익산시 목천로5길 13 (인화동1가),35.9303802,126.9505429,35.9303393,126.9505509,5
다이아모텔,여관업,전북특별자치도 익산시 왕궁면 송선길 18-6,35.9876731,127.1048664,35.9876331,127.1048531,5
스노우뱅크콘도,여관업,전북특별자치도 무주군 설천면 만선로 34,35.9102491,127.7559252,35.9102348,127.7558775,5
파라다이스모텔,여관업,전북특별자치도 정읍시 내장산로 941-9 (내장동),35.4932062,126.9291628,35.4932388,126.9291326,5
샵모텔,여관업,전북특별자치도 남원시 남문로 431-6 (하정동),35.4066589,127.3788424,35.4066424,127.3787967,5
블루보트게스트하우스 전주점,여관업,"전북특별자치도 전주시 완산구 충경로 75, 2층 (경원동1가)",35.8188640,127.1473025,35.8188636,127.1472524,5
풀홀릭 리조트 펜션,숙박업(생활),전북특별자치도 부안군 변산면 변산해변로 799-65,35.6681495,126.5171715,35.6681893,126.5171812,5
스타호텔,여관업,전북특별자치도 전주시 완산구 한두평2길 9 (중화산동2가),35.8137255,127.1239737,35.8137420,127.1239280,5
정자나무 펜션,숙박업(생활),전북특별자치도 남원시 산내면 지리산로 275,35.3494781,127.5506682,35.3494381,127.5506762,5
동남여인숙,여인숙업,전북특별자치도 정읍시 명덕로 38 (연지동),35.5745210,126.8440402,35.5745504,126.8440060,4
그루브호텔,일반호텔,전북특별자치도 전주시 덕진구 용산3길 33 (금암동),35.8353909,127.1342318,35.8353513,127.1342420,4
아쿠아사우나모텔,여관업,전북특별자치도 정읍시 명덕로 65-11 (연지동),35.5771679,126.8461116,35.5771967,126.8460773,4
신영장 여관,여관업,"전북특별자치도 고창군 고창읍 중앙로 201, 2층",35.4353848,126.6975527,35.4353693,126.6975980,4
등대여인숙,여인숙업,전북특별자치도 남원시 의총로 90-42 (하정동),35.4085024,127.3779500,35.4084851,127.3779939,4
스테이 선유,숙박업(생활),"전북특별자치도 군산시 옥도면 선유북길 67, 2층",35.8133963,126.4145581,35.8133572,126.4145494,4
엘리제궁모텔,여관업,전북특별자치도 정읍시 중앙로 196 (시기동),35.5633182,126.8590576,35.5632788,126.8590524,4
올리브모텔,여관업,전북특별자치도 익산시 익산대로2길 46 (인화동1가),35.9308565,126.9486929,35.9308655,126.9487405,4
킹 모텔,여관업,전북특별자치도 군산시 선창3길 10-1 (금암동),35.9863206,126.7225193,35.9863421,126.7224783,4
나성모텔,여관업,전북특별자치도 부안군 변산면 격상길 25-14,35.6217237,126.4722151,35.6217630,126.4722197,4
MUJU RESORTEL,여관업,전북특별자치도 무주군 설천면 구천동로 878,35.9081025,127.7792610,35.9081329,127.7792917,4
포유콘도,여관업,전북특별자치도 무주군 설천면 만선1로 68,35.9053000,127.7559893,35.9053280,127.7560231,4
아모르모텔,여관업,전북특별자치도 전주시 덕진구 산정3길 20 (산정동),35.8385543,127.1699456,35.8385617,127.1699931,4
새만금여관모텔,여관업,"전북특별자치도 부안군 변산면 변산로 1751 (,186-76.77)",35.6942872,126.5521073,35.6942560,126.5520783,4
세븐모텔,숙박업 기타,전북특별자치도 김제시 콩쥐팥쥐로 95-22 (순동),35.8091122,126.9152064,35.8091379,126.9151701,4
리틀프린스,숙박업 기타,전북특별자치도 무주군 설천면 만선로 34-1,35.9103853,127.7557335,35.9103603,127.7556964,4
무지개펜션,숙박업(생활),전북특별자치도 무주군 설천면 외배방길 5,35.9084061,127.7591355,35.9083844,127.7590956,4
라움무인호텔,숙박업 기타,전북특별자치도 부안군 진서면 곰소윗길 75,35.5915511,126.6119266,35.5915603,126.6118801,4
갤러리 스테이,숙박업 기타,전북특별자치도 전주시 완산구 동문길 54-23 (풍남동1가),35.8191821,127.1507329,35.8192208,127.1507350,4
금호장모텔,여관업,전북특별자치도 익산시 인북로5길 5 (창인동1가),35.9416855,126.9536559,35.9416954,126.9536097,4
스테이(D),숙박업 기타,전북특별자치도 남원시 산내면 천왕봉로 532,35.4302476,127.6167430,35.4302302,127.6167008,4
전주한옥마을너울가지,숙박업 기타,전북특별자치도 전주시 완산구 풍남문4길 16-9 (중앙동4가),35.8140577,127.1457386,35.8140959,127.1457324,4
썬모텔,여관업,전북특별자치도 부안군 변산면 채석강길 9,35.6269836,126.4716643,35.6269464,126.4716523,4
광성펜션 1,숙박업(생활),전북특별자치도 완주군 고산면 가새기길 32,35.9813153,127.2519638,35.9813437,127.2519954,4
광성펜션 2,여관업,전북특별자치도 완주군 고산면 가새기길 32,35.9813153,127.2519638,35.9813437,127.2519954,4
변산비치장,여관업,전북특별자치도 부안군 변산면 대항길 61,35.6875136,126.5354655,35.6875279,126.5354220,4
변산파크장,여관업,"전북특별자치도 부안군 변산면 대항길 61 (,369-16)",35.6875136,126.5354655,35.6875279,126.5354220,4
숲으로2 모텔,여관업,전북특별자치도 김제시 하정1길 16 (흥사동),35.8358794,126.9065576,35.8358686,126.9066027,4
대둔산장,여관업,전북특별자치도 완주군 운주면 대둔산공원길 22-7,36.1181247,127.3327670,36.1181591,127.3327469,4
테라호텔,여관업,전북특별자치도 전주시 덕진구 산정3길 26 (산정동),35.8388361,127.1696203,35.8388202,127.1695777,4
제이브라운,숙박업(생활),전북특별자치도 전주시 덕진구 산정1길 26 (산정동),35.8383514,127.1681067,35.8383134,127.1681055,4
강원여인숙,여인숙업,전북특별자치도 부안군 부안읍 동중1길 5-8,35.7294642,126.7358899,35.7294824,126.7359308,4
꽃담,숙박업(생활),"전북특별자치도 남원시 남문로 404-23, 주1동 (금동)",35.4055211,127.3755072,35.4054938,127.3755391,4
비타민,여관업,전북특별자치도 익산시 인북로4길 48 (인화동2가),35.9292193,126.9545680,35.9292530,126.9545889,4
레드스카이모텔,여관업,전북특별자치도 김제시 하정1길 48 (흥사동),35.8368065,126.9054094,35.8368159,126.9053643,4
핀앤핏하우스,여관업,전북특별자치도 전주시 덕진구 덕진광장로 8-1 (덕진동1가),35.8439954,127.1247135,35.8440323,127.1247235,4
KAN(칸),여관업,전북특별자치도 완주군 이서면 콩쥐팥쥐로 968-17,35.8191407,127.0051315,35.8191419,127.0051779,4
엠에이치호텔 중화산2호점,여관업,전북특별자치도 전주시 완산구 어은로 12-6 (중화산동2가),35.8161303,127.1241557,35.8161232,127.1242012,4
스카이모텔,여관업,전북특별자치도 군산시 부곡4길 21-4 (나운동),35.9621185,126.6897924,35.9621091,126.6897476,4
제이,여관업,전북특별자치도 완주군 이서면 콩쥐팥쥐로 968-11,35.8192227,127.0058151,35.8192599,127.0058101,4
호텔힐링,여관업,전북특별자치도 익산시 배산로6길 27 (모현동1가),35.9426380,126.9408162,35.9426010,126.9408090,4
노암여인숙,여인숙업,전북특별자치도 남원시 검멀2길 34 (금동),35.4044544,127.3775204,35.4044186,127.3775334,4
모텔마루,여관업,전북특별자치도 남원시 인월면 천왕봉로 36,35.4623118,127.6049933,35.4623058,127.6050385,4
Hotel RG(알지),여관업,전북특별자치도 군산시 칠성로 189 (소룡동),35.9720182,126.6793295,35.9720422,126.6792943,4
뉴시애틀모텔,여관업,전북특별자치도 익산시 중앙로 12-26 (중앙동1가),35.9391829,126.9477495,35.9392112,126.9477197,4
신태양장여관,여관업,전북특별자치도 익산시 함열읍 와리1길 3,36.0802289,126.9577232,36.0802165,126.9576802,4
무주화이트펜션,숙박업(생활),전북특별자치도 무주군 설천면 구천동로 1079-9,35.9093240,127.7587389,35.9092872,127.7587376,4
S3무인호텔,숙박업 기타,전북특별자치도 정읍시 첨단과학로 342-3 (신정동),35.5078861,126.8490973,35.5079180,126.8490747,4
무주펜션 그랜드,숙박업 기타,전북특별자치도 무주군 설천면 구천동1로 135-6,35.8983754,127.7749343,35.8983675,127.7748900,4
아람장여관,여관업,전북특별자치도 군산시 팔마로 106 (서흥남동),35.9734771,126.7127641,35.9735090,126.7127423,4
성일장여관,여관업,전북특별자치도 정읍시 우암로 32-14 (수성동),35.5658529,126.8550755,35.5658272,126.8551073,4
세르빌호텔,여관업,전북특별자치도 정읍시 내장산로 937 (내장동),35.4932426,126.9284281,35.4932244,126.9284666,4
Luide Bell(루이드 벨),여관업,전북특별자치도 익산시 인북로2길 10 (인화동1가),35.9295089,126.9502478,35.9294768,126.9502274,4
별빛산장,여관업,전북특별자치도 완주군 운주면 대둔산공원길 22-13,36.1186460,127.3335043,36.1186477,127.3334596,4
테크노 무인텔,숙박업 기타,전북특별자치도 완주군 봉동읍 봉동로 728-10,35.9740691,127.1250926,35.9741040,127.1251042,4
브라운도트호텔 익산점,여관업,전북특별자치도 익산시 배산로6길 32-2 (송학동),35.9421392,126.9409302,35.9421711,126.9409505,4
격포바다노을,여관업,전북특별자치도 부안군 변산면 격포로 150,35.6283107,126.4738112,35.6282749,126.4738121,4
동화장,여관업,전북특별자치도 익산시 익산대로 131-4 (창인동2가),35.9382074,126.9460973,35.9382412,126.9461121,4
유스카이무인호텔,여관업,전북특별자치도 고창군 고창읍 월암수월길 117,35.4306258,126.7212327,35.4306615,126.7212319,4
스테이(A),숙박업 기타,전북특별자치도 남원시 산내면 천왕봉로 526,35.4305357,127.6158493,35.4305000,127.6158461,4
엘도라도,여관업,전북특별자치도 전주시 완산구 한두평4길 11-3 (중화산동2가),35.8159633,127.1241612,35.8159683,127.1242048,4
라벤더,숙박업 기타,전북특별자치도 부안군 변산면 변산해변로 19-3,35.6288874,126.4712383,35.6289091,126.4712035,4
궁 모텔,여관업,전북특별자치도 익산시 금마면 미륵사지로3길 5-4,35.9902091,127.0536813,35.9901735,127.0536831,4
전주한옥마을마리호텔덕진공원점,여관업,"전북특별자치도 전주시 덕진구 덕진연못3길 9-5 (덕진동2가,외 2필지)",35.8472049,127.1199321,35.8471922,127.1199730,4
(유)주이레,일반호텔,"전북특별자치도 완주군 이서면 오공로 21-25, 2,3,4,5,6층",35.8376946,127.0577084,35.8377204,127.0576784,4
워너비호텔,여관업,전북특별자치도 전주시 덕진구 덕진연못3길 8-4 (덕진동2가),35.8463857,127.1209451,35.8463897,127.1209018,4
유토피아모텔,여관업,전북특별자치도 전주시 완산구 한두평4길 8-3 (중화산동2가),35.8153828,127.1239175,35.8154181,127.1239159,4
브라운도트한옥마을아중점,여관업,전북특별자치도 전주시 덕진구 아중중앙로 30 (우아동2가),35.8308783,127.1719788,35.8308905,127.1719380,4
밀라노파크여관,여관업,전북특별자치도 군산시 임피면 임피향교길 6,35.9845283,126.8497184,35.9845054,126.8497513,4
백제모텔,여관업,전북특별자치도 김제시 금구면 봉두2길 7,35.7735497,127.0074075,35.7735846,127.0074108,4
(유)카마호텔,여관업,전북특별자치도 전주시 완산구 한두평2길 8-9 (중화산동2가),35.8128252,127.1237542,35.8128324,127.1237119,4
하이모텔,여관업,전북특별자치도 군산시 경포천서길 53-1 (경암동),35.9786691,126.7257576,35.9786428,126.7257292,4
산수유니빌,여관업,전북특별자치도 익산시 인북로5길 28 (남중동),35.9432779,126.9528153,35.9432716,126.9528577,4
아테네모텔,여관업,전북특별자치도 익산시 목천로5길 9 (인화동1가),35.9300307,126.9503933,35.9300002,126.9503724,4
특등여인숙,여인숙업,전북특별자치도 남원시 남문로 422-5 (금동),35.4062436,127.3776043,35.4062210,127.3776367,4
익산마리호텔,일반호텔,전북특별자치도 익산시 배산로6길 26 (송학동),35.9422809,126.9405900,35.9423123,126.9406084,4
홍콩모텔,여관업,전북특별자치도 남원시 충정로 235 (월락동),35.4240485,127.3948330,35.4240785,127.3948544,4
가인호텔,여관업,"전북특별자치도 전주시 덕진구 우아1길 19, 1-5층 (우아동3가)",35.8479243,127.1548021,35.8478961,127.1548268,4
체리스펜션,숙박업 기타,전북특별자치도 무주군 설천면 보안길 50-32,35.9091268,127.7707427,35.9090924,127.7707380,4
무주 마리나 스위트 펜션,숙박업(생활),전북특별자치도 무주군 무풍면 구천동로 509,35.8997049,127.8144015,35.8996781,127.8144285,4
청운파크장,여관업,전북특별자치도 정읍시 명덕로 37 (연지동),35.5747086,126.8438234,35.5747352,126.8437963,4
플랙스호텔,여관업,전북특별자치도 전주시 덕진구 산정2길 11 (산정동),35.8372629,127.1692311,35.8372389,127.1692616,4
에꼬빌,여관업,전북특별자치도 무주군 설천면 구천동로 954-7,35.9068933,127.7710153,35.9068932,127.7709728,4
익산 호텔 떠블유,여관업,전북특별자치도 익산시 인북로1길 28 (인화동1가),35.9306831,126.9464997,35.9306759,126.9464582,4
산타페,여관업,전북특별자치도 군산시 임피면 임피2길 35,35.9848856,126.8497226,35.9848895,126.8496804,4
뉴하얏트모텔,여관업,전북특별자치도 전주시 덕진구 팽나무4길 17 (인후동1가),35.8350184,127.1547316,35.8350483,127.1547522,4
힐링카운티 13동,숙박업(생활),전북특별자치도 고창군 고창읍 석정2로 207-11,35.4319497,126.7445544,35.4319737,126.7445249,4
비지니스호텔라움스테이,여관업,"전북특별자치도 익산시 익산대로 62, 2호(4층) (평화동)",35.9320569,126.9442960,35.9320303,126.9443220,4
별밤 무인호텔,여관업,"전북특별자치도 익산시 익산대로 62, 1호(2,3층) (평화동)",35.9320569,126.9442960,35.9320303,126.9443220,4
수하우스,숙박업 기타,전북특별자치도 전주시 완산구 풍남문3길 28-5 (전동),35.8152497,127.1474502,35.8152499,127.1474083,4
우와모텔,여관업,전북특별자치도 남원시 옥정5길 12-12 (향교동),35.4155897,127.3877073,35.4155942,127.3876661,4
인센스숙소 전주한옥마을점,일반호텔,"전북특별자치도 전주시 완산구 한지길 9-2, 2층~3층 (남노송동)",35.8197464,127.1532198,35.8197719,127.1531924,4
허니문 모텔,여관업,전북특별자치도 임실군 운암면 종운로 987,35.6087693,127.1057142,35.6088002,127.1056973,4
장미모텔,여관업,전북특별자치도 익산시 동서로18길 7-3 (남중동),35.9530706,126.9585896,35.9530951,126.9585609,4
금강산장,여관업,전북특별자치도 완주군 운주면 대둔산공원길 22-12,36.1182787,127.3334685,36.1183122,127.3334631,4
제이즈호텔,여관업,전북특별자치도 전주시 덕진구 산정3길 11 (산정동),35.8375043,127.1702463,35.8375235,127.1702121,4
S1무인호텔,숙박업 기타,전북특별자치도 정읍시 첨단과학로 342-7 (신정동),35.5084511,126.8487643,35.5084191,126.8487771,4
해인모텔,여관업,전북특별자치도 전주시 덕진구 건산3길 6-5 (진북동),35.8318839,127.1407037,35.8318603,127.1406742,4
비치모텔,여관업,전북특별자치도 김제시 벽지산로 260 (교동),35.7985310,126.8764454,35.7985067,126.8764737,4
(주)옥정호스테이,여관업,전북특별자치도 임실군 운암면 종운로 985,35.6086070,127.1056177,35.6086329,127.1055919,4
기린모텔,여관업,전북특별자치도 무주군 무주읍 단천로 74,36.0076032,127.6591729,36.0075783,127.6592003,4
초원여인숙,여인숙업,전북특별자치도 정읍시 연지8길 8-5 (연지동),35.5720039,126.8447087,35.5720033,126.8446679,4
아리랑호텔,여관업,"전북특별자치도 고창군 고창읍 월곡6길 6, 아리랑모텔",35.4352295,126.7115809,35.4352073,126.7115506,4
대명당 산장,여관업,전북특별자치도 완주군 운주면 대둔산공원길 22-9,36.1183180,127.3329240,36.1183491,127.3329110,4
지오호텔,일반호텔,전북특별자치도 군산시 부곡3길 12 (나운동),35.9614055,126.6895102,35.9614014,126.6894699,4
스키클럽엑스,숙박업(생활),전북특별자치도 무주군 설천면 관동길 8,35.9074189,127.7547831,35.9073881,127.7547688,4
호텔 린,여관업,전북특별자치도 군산시 소룡1길 54 (소룡동),35.9729897,126.6766728,35.9729632,126.6766490,4
벤틀리모텔,여관업,전북특별자치도 군산시 부곡1길 61 (나운동),35.9616107,126.6912126,35.9616042,126.6911731,4
연일모텔,여관업,전북특별자치도 전주시 완산구 공북5길 2 (태평동),35.8264839,127.1414142,35.8264843,127.1414545,4
무주인게스트하우스,여관업,전북특별자치도 무주군 설천면 구천동1로 150,35.8993825,127.7757521,35.8993518,127.7757658,4
임페리얼모텔,여관업,전북특별자치도 익산시 금마면 미륵사지로1길 34-13,35.9892320,127.0538004,35.9892583,127.0537765,4
리베라장,여관업,전북특별자치도 정읍시 중앙2길 16 (수성동),35.5679985,126.8523510,35.5680141,126.8523157,4
유고무인텔,여관업,전북특별자치도 군산시 임피면 호원대1길 7,35.9584528,126.8703498,35.9584265,126.8703738,4
하얏트 모텔,여관업,전북특별자치도 장수군 장계면 장계천변길 41,35.7303876,127.5820294,35.7303793,127.5820682,4
뉴욕모텔,여관업,전북특별자치도 전주시 덕진구 태진로 146 (금암동),35.8339437,127.1354927,35.8339480,127.1355322,4
비지트호텔,여관업,전북특별자치도 전주시 덕진구 아중중앙로 20 (우아동2가),35.8301214,127.1723747,35.8301077,127.1723389,4
원평여관,여관업,전북특별자치도 김제시 금산면 원평로 40-4,35.7124956,126.9922089,35.7124790,126.9922425,4
엘스테이,여관업,전북특별자치도 익산시 중앙로7길 21 (창인동1가),35.9404655,126.9520803,35.9404565,126.9520425,4
여미랑,숙박업(생활),"전북특별자치도 군산시 구영5길 10, 1동/봄,여름동 (월명동)",35.9849529,126.7077456,35.9849672,126.7077105,4
S 모텔,여관업,전북특별자치도 순창군 순창읍 옥천로 33,35.3758521,127.1402563,35.3758380,127.1402216,4
초원여인숙,여인숙업,전북특별자치도 부안군 부안읍 매산길 12,35.7279047,126.7348592,35.7279273,126.7348321,4
레몬트리무인텔모텔,여관업,전북특별자치도 군산시 서래내길 18 (경암동),35.9760021,126.7256431,35.9760109,126.7256805,4
우리여인숙,여인숙업,전북특별자치도 부안군 부안읍 동중1길 5-6,35.7294642,126.7358899,35.7294438,126.7358606,3
호텔 포시즌,여관업,전북특별자치도 익산시 익산대로2길 9-2 (평화동),35.9320936,126.9452745,35.9321199,126.9452535,3
환영장,여관업,"전북특별자치도 전주시 완산구 풍남문4길 16-15, 3층 (중앙동4가)",35.8140485,127.1460117,35.8140186,127.1460233,3
호텔젠,여관업,전북특별자치도 전주시 덕진구 아중4길 14-4 (우아동2가),35.8307897,127.1736569,35.8307612,127.1736727,3
꿈의궁전모텔,여관업,전북특별자치도 정읍시 관통로 27-71 (상동),35.5631519,126.8610190,35.5631280,126.8609941,3
호텔아리울,일반호텔,전북특별자치도 군산시 비응남1길 11 (비응도동),35.9375351,126.5264277,35.9375519,126.5263953,3
국제파크,여관업,전북특별자치도 익산시 인북로4길 35 (인화동2가),35.9298621,126.9533641,35.9298921,126.9533746,3
시마모텔,여관업,전북특별자치도 익산시 왕궁면 송선길 18-7,35.9873509,127.1049032,35.9873562,127.1049411,3
헤이군산호텔,일반호텔,전북특별자치도 군산시 부곡4길 21-5 (나운동),35.9618346,126.6899325,35.9618448,126.6899688,3
카카오 모텔,여관업,전북특별자치도 완주군 삼례읍 삼봉로 53,35.9138790,127.0769950,35.9138660,127.0770298,3
달빛펜션모텔,숙박업(생활),전북특별자치도 정읍시 내장호반로 572 (내장동),35.4918536,126.9277557,35.4918709,126.9277241,3
공주여인숙,여인숙업,전북특별자치도 익산시 익산대로 198-42 (창인동1가),35.9439248,126.9491018,35.9439422,126.9490705,3
그린모텔,여관업,전북특별자치도 정읍시 명덕로 65-5 (연지동),35.5766524,126.8458126,35.5766816,126.8458021,3
한솔모텔,여관업,전북특별자치도 김제시 진남길 16-7 (연정동),35.7965243,126.8648870,35.7965158,126.8649230,3
프로포즈,여관업,전북특별자치도 전주시 완산구 한두평3길 8 (중화산동2가),35.8146437,127.1239436,35.8146380,127.1239804,3
풍남모텔,여관업,전북특별자치도 전주시 덕진구 우아1길 30 (우아동3가),35.8479199,127.1539590,35.8479487,127.1539471,3
앤젤모텔,여관업,전북특별자치도 익산시 무왕로23길 28-27 (부송동),35.9621088,126.9891538,35.9620787,126.9891506,3
세라톤모텔,여관업,전북특별자치도 정읍시 내장산로 933-5 (내장동),35.4936220,126.9287704,35.4935986,126.9287474,3
W모텔,여관업,전북특별자치도 익산시 익산대로52길 45 (남중동),35.9510367,126.9569169,35.9510542,126.9568868,3
라임,여관업,전북특별자치도 전주시 덕진구 팽나무4길 22-4 (인후동1가),35.8347407,127.1541115,35.8347659,127.1541308,3
호텔 프랑소와,여관업,전북특별자치도 정읍시 관통로 41 (상동),35.5630997,126.8597806,35.5631123,126.8598137,3
성덕여인숙,여인숙업,전북특별자치도 고창군 고창읍 남정6길 30-2,35.4316516,126.6984348,35.4316538,126.6983985,3
다올호텔,일반호텔,전북특별자치도 군산시 동팔마길 50 (대명동),35.9784628,126.7206270,35.9784754,126.7205939,3
어제처럼모텔,여관업,전북특별자치도 전주시 덕진구 도당산4길 10 (우아동3가),35.8481360,127.1595694,35.8481646,127.1595598,3
모과의시간,숙박업(생활),"전북특별자치도 군산시 신영2길 8-4, 1층 (신영동)",35.9847936,126.7189382,35.9848072,126.7189061,3
프리마모텔,여관업,전북특별자치도 군산시 칠성5길 191 (소룡동),35.9726452,126.6785245,35.9726398,126.6784890,3
라뉘호텔,여관업,"전북특별자치도 전주시 덕진구 송천중앙로 12-4 (덕진동2가,외1필지)",35.8477620,127.1188377,35.8477486,127.1188698,3
하바나모텔,여관업,전북특별자치도 군산시 가도2길 17 (오식도동),35.9478698,126.5696000,35.9478407,126.5696027,3
태극모텔,여관업,전북특별자치도 전주시 덕진구 산정1길 28 (산정동),35.8385397,127.1678981,35.8385389,127.1678621,3
궁 무인텔1,숙박업 기타,전북특별자치도 김제시 전초암길 15 (서암동),35.8062849,126.8757165,35.8062563,126.8757237,3
엠에이취호텔객리단점,여관업,전북특별자치도 전주시 완산구 전주천동로 230-5 (다가동3가),35.8171835,127.1398135,35.8171763,127.1398478,3
지리산모텔,여관업,전북특별자치도 남원시 인월면 인월로 87-4,35.4620877,127.6048387,35.4620731,127.6048083,3
챔피언펜션,숙박업(생활),"전북특별자치도 무주군 설천면 만선1로 64, 2, 3층",35.9049957,127.7557778,35.9049938,127.7557424,3
정든장여인숙,여인숙업,전북특별자치도 부안군 부안읍 동중3길 7-1,35.7292485,126.7353534,35.7292267,126.7353307,3
저스트슬립호텔군산점,일반호텔,전북특별자치도 군산시 부곡3길 15-5 (나운동),35.9617441,126.6901306,35.9617367,126.6900966,3
하운드호텔덕진점,여관업,전북특별자치도 전주시 덕진구 기린대로 532-6 (덕진동1가),35.8460335,127.1214616,35.8460323,127.1214965,3
에이치호텔,여관업,전북특별자치도 전주시 덕진구 아중4길 23-6 (우아동2가),35.8296755,127.1728542,35.8296871,127.1728224,3
남부장여관,여관업,전북특별자치도 익산시 인북로1길 22 (인화동1가),35.9306606,126.9471731,35.9306864,126.9471873,3
위드힐 펜션,여관업,전북특별자치도 부안군 변산면 궁항영상길 131,35.6084438,126.4693835,35.6084250,126.4693577,3
(유)라베호텔,여관업,전북특별자치도 전주시 완산구 한두평2길 8-5 (중화산동2가),35.8131414,127.1239641,35.8131465,127.1239300,3
대원모텔,여관업,전북특별자치도 익산시 금마면 황금로 780,36.0089614,127.0091086,36.0089625,127.0090739,3
모양성호텔,여관업,전북특별자치도 고창군 고창읍 중앙로 331,35.4350377,126.7119536,35.4350402,126.7119878,3
토마토모텔,여관업,전북특별자치도 전주시 덕진구 용산3길 18 (금암동),35.8360566,127.1328427,35.8360747,127.1328690,3
에코스테이,일반호텔,전북특별자치도 전주시 덕진구 세병서로 8-27 (송천동2가),35.8714723,127.1228095,35.8714848,127.1227788,3
